,CLASS_NAME,num,x,y,B1,B2,B4,B7,B10,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B27,B30,B32
2194,honghailan,7062,372477.6935,2383178.823,790,882,612,918,786,479,452,494,857,1306,3329,3510,3546,4116,4163,4604,3952,6256,6188
2195,honghailan,7063,373283.4281,2381754.682,827,930,724,1043,982,569,523,507,965,1480,2662,2898,2911,3098,3334,3395,3024,4609,4433
2196,honghailan,7064,373291.3392,2381758.201,827,930,724,1043,982,569,523,507,965,1480,2662,2898,2911,3098,3334,3395,3024,4609,4433
2197,honghailan,7067,373841.5942,2381758.727,984,929,802,1055,1044,587,535,528,1029,1587,3121,3314,3451,3645,3780,4044,3587,6086,5113
2198,honghailan,7068,373846.3171,2381769.602,1100,1024,950,1147,1210,694,565,649,1051,1660,3114,3315,3444,3758,3904,4208,3851,6460,5228
2199,honghailan,7069,373856.5564,2381777.936,1451,1316,1171,1438,1591,884,761,768,1199,1702,2943,3086,3174,3558,3678,4166,3836,6296,5370
2200,honghailan,7070,373861.7158,2381750.552,785,808,728,1074,995,476,472,482,917,1601,3397,3669,3805,4059,4211,4374,3768,5992,5320
2201,honghailan,7071,373863.7796,2381703.562,812,860,651,1006,905,499,473,477,948,1526,3186,3440,3457,3644,3778,3994,3433,5465,4888
2202,honghailan,7072,373849.8572,2381687.131,733,798,651,1029,957,489,487,532,1000,1518,3136,3326,3356,3575,3698,3881,3394,5178,4795
2203,honghailan,7074,373832.1063,2381680.606,873,935,765,1042,991,580,561,517,956,1489,2836,3012,3067,3364,3370,3601,3159,4755,4697
2204,honghailan,7075,373835.5035,2381772.902,984,971,893,1065,1111,663,561,634,1055,1635,3058,3254,3380,3577,3721,4117,3659,6013,5204
2205,honghailan,7076,373827.9298,2381760.136,903,923,728,1066,1066,613,555,549,1041,1560,3079,3240,3288,3564,3646,3778,3399,5628,5100
2206,honghailan,7077,373823.8287,2381770.466,896,921,781,1077,1110,653,553,620,1064,1610,3043,3129,3262,3550,3606,3905,3497,5520,5246
2207,honghailan,7078,374212.4971,2381603.138,924,970,864,1164,1127,549,543,591,1077,1667,2877,3157,3197,3324,3461,3686,3176,4699,4403
2208,honghailan,7079,374255.1613,2381530.597,855,908,787,988,996,597,546,556,968,1379,2811,3152,3225,3486,3662,4027,3665,6017,5352
2209,honghailan,7080,374238.4264,2381502.617,967,915,852,1093,1064,619,594,567,1023,1433,2889,3179,3220,3463,3617,3811,3413,5094,4927
2210,honghailan,7081,374238.9555,2381490.645,968,931,804,1091,1051,610,590,562,1035,1495,2930,3200,3303,3459,3582,3751,3318,5114,4791
2211,honghailan,7083,374293.6582,2381459.093,790,883,672,1102,974,485,454,493,989,1596,3417,3904,4045,4143,4287,4530,3786,6032,5621
2212,honghailan,7084,374270.3312,2381326.158,872,889,685,1086,1038,480,472,498,1019,1617,3332,3820,3961,4041,4305,4410,3848,6536,5667
2213,honghailan,7085,374243.7776,2381289.667,838,834,643,1060,983,508,475,511,1019,1632,3362,3697,3802,3826,4103,4278,3773,6012,5702
2214,honghailan,7086,374405.0075,2380495.188,962,965,809,1126,1062,660,619,610,892,1176,1941,2190,2317,2470,2528,2740,2559,3574,3139
2215,honghailan,7087,374414.7971,2380503.39,868,847,800,1116,1032,608,594,609,898,1118,2060,2320,2532,2653,2682,2867,2647,3557,3378
2216,honghailan,7088,374422.0886,2380516.934,936,976,884,1080,1061,666,634,637,923,1231,1885,2052,2301,2319,2497,2761,2544,3881,3538
2217,honghailan,7089,374499.7373,2380803.829,982,814,695,1077,973,550,526,521,976,1333,2663,2890,3030,3187,3304,3494,3150,5007,4608
2218,honghailan,7090,374504.9188,2380838.013,879,919,781,1027,1038,589,536,519,961,1297,2529,2785,2925,3028,3134,3482,3022,4954,4523
2219,honghailan,7091,374575.814,2380968.215,783,942,848,950,959,573,532,497,786,1168,2284,2500,2599,2907,2818,3037,2751,4075,4092
2220,honghailan,7092,374631.4295,2380939.746,782,800,803,991,967,606,577,562,956,1362,2452,2648,2669,2937,2958,3228,2846,4494,4844
2221,honghailan,7093,374590.6836,2380933.29,839,893,611,975,929,546,499,509,917,1256,2486,2699,2703,2892,2950,3219,2740,4393,4547
2222,honghailan,7094,374606.2412,2380987.9,886,833,865,1076,1051,584,570,582,1051,1379,2377,2579,2636,2808,2926,3161,2861,4300,3927
2223,honghailan,7095,374914.951,2381394.84,970,893,853,1048,1010,593,584,601,934,1245,2152,2498,2599,2496,2610,2841,2693,3869,4508
2224,honghailan,7096,375174.34,2381550.542,895,901,774,1122,1109,708,647,677,1142,1703,3680,3846,3931,4048,4168,4202,3604,5888,7064
2225,honghailan,7097,374267.3703,2381272.187,871,919,712,1108,1001,496,476,524,1044,1543,3324,3747,3832,4163,4253,4451,3535,5169,5422
2226,honghailan,7098,374253.731,2381281.09,805,840,698,1083,970,518,478,538,1015,1534,3285,3660,3727,3936,4240,4444,3727,5788,5733
2227,honghailan,7099,374231.8235,2381275.904,830,870,750,1051,1026,544,500,532,949,1422,2986,3277,3310,3427,3617,3786,3292,4906,4744
2228,honghailan,7100,374262.9385,2381296.33,912,947,605,1099,940,544,479,537,1055,1531,3237,3660,3731,4011,4070,4325,3968,6565,5893
2229,honghailan,7102,374256.2749,2381514.147,813,970,770,1041,1005,577,541,560,989,1438,3003,3279,3414,3660,3715,4088,3646,6027,5277
2230,honghailan,7103,374237.463,2381522.243,990,900,753,1081,1045,618,601,575,1003,1434,2841,3000,3122,3354,3471,3766,3485,5873,4992
2231,honghailan,7104,374258.8942,2381474.935,813,886,688,1079,1006,524,501,544,1026,1496,3095,3398,3383,3685,3782,3927,3535,5882,5417
2232,honghailan,7105,374252.3379,2381454.133,851,901,705,1077,1017,554,490,570,985,1451,2944,3274,3276,3562,3572,3834,3255,5251,5011
2233,honghailan,7106,374256.0897,2381466.198,864,894,673,1085,1004,536,485,562,994,1453,3007,3329,3337,3581,3684,3894,3406,5537,5254
2234,honghailan,7107,374243.9188,2381460.483,863,874,712,1066,1050,581,502,570,984,1379,2865,3138,3144,3301,3389,3658,3135,4851,4704
2235,honghailan,7108,374228.8375,2381486.2,951,991,823,1089,1074,650,614,614,1029,1449,2710,2936,3031,3198,3301,3464,3127,4619,4367
2236,honghailan,7109,374254.1847,2381496.731,744,937,718,1058,1044,531,512,560,1036,1553,3109,3465,3446,3831,3991,4107,3634,6052,5569
2237,honghailan,7110,374214.169,2381613.172,1021,952,906,1184,1168,636,585,587,1100,1645,2831,3094,3135,3305,3385,3580,3172,4810,4364
2238,honghailan,7111,373984.3514,2381336.686,1035,1029,892,1153,1143,635,583,578,949,1353,2569,2500,2671,2826,2974,3323,2902,4446,4287
2239,honghailan,7113,373675.0079,2381482.412,826,924,636,1050,1008,565,560,582,1009,1407,2711,2912,2971,3187,3296,3495,3052,4686,4713
2240,honghailan,7114,373663.9483,2381492.519,818,910,778,1077,1030,555,525,568,925,1409,2734,2879,2876,3121,3307,3491,3013,4623,4660
2241,honghailan,7115,373647.2795,2381497.758,884,994,795,1069,1046,619,517,564,978,1472,2651,2755,2765,3093,3158,3358,3048,4547,4593
2242,honghailan,7116,373595.9794,2381469.217,884,1041,787,1107,1042,581,570,538,954,1416,2777,2910,2856,3051,3198,3477,3088,4773,4553
2243,honghailan,7117,373597.977,2381386.217,771,895,718,1054,982,567,540,585,976,1424,2744,2931,2972,3234,3212,3518,2964,4595,4959
2244,honghailan,7119,373164.4113,2381997.574,897,889,688,996,965,530,478,490,946,1423,2813,3017,3029,3220,3365,3576,3147,4705,4655
2245,honghailan,7120,372420.5629,2383139.619,859,835,547,1017,896,442,385,485,914,1581,3603,3903,3754,4108,4287,4364,3746,5912,5942
2246,honghailan,7122,372417.8152,2383314.183,771,814,542,939,823,394,391,416,919,1490,3705,4014,4133,4421,4654,4972,4270,7139,6504
2247,honghailan,7123,372416.6907,2383306.43,752,903,543,915,808,442,388,428,912,1540,3840,4123,4173,4516,4729,4949,4112,6681,6556
2248,honghailan,7124,372421.2945,2383343.102,879,653,512,892,804,427,409,414,841,1572,3642,3983,3996,4335,4541,4776,4176,7302,6925
2249,honghailan,7125,372430.3962,2383384.535,876,805,542,927,835,465,436,455,883,1492,3694,3898,3885,4340,4630,4851,4175,6914,6411
2250,honghailan,7126,372411.0816,2383385.435,910,824,496,870,766,434,385,444,865,1447,3607,3956,3839,4488,4576,4759,4182,7012,6602
2251,honghailan,7127,372406.5307,2383400.516,906,831,462,867,750,425,386,445,824,1425,3503,3841,3834,4347,4537,4696,4189,7053,6847
2252,honghailan,7128,372400.4982,2383417.926,831,837,536,886,746,407,394,437,815,1396,3444,3745,3747,4088,4313,4546,4125,6919,6502
2253,honghailan,7129,372438.5454,2383438.034,842,819,640,1038,941,614,590,601,1036,1620,3683,3995,3894,4254,4420,4567,4011,6286,6707
2254,honghailan,7130,372350.8094,2383438.987,860,843,555,996,835,432,380,403,872,1514,3630,3974,3774,4144,4221,4448,4076,7556,6345
2255,honghailan,7131,372327.8236,2383408.169,980,831,551,938,743,437,376,422,923,1468,3747,4104,4151,4644,4810,5140,4518,8583,6617
2256,honghailan,7132,372330.4893,2383430.785,827,821,519,942,839,432,375,394,877,1520,3600,3958,4103,4323,4580,4781,4343,8376,6561
2257,honghailan,7133,372295.2071,2383505.466,873,850,508,939,865,496,450,459,960,1561,3489,3799,3747,4022,4315,4654,4101,7227,5914
2258,honghailan,7135,372355.8098,2383483.694,861,991,566,1014,972,497,472,492,997,1504,3479,3673,3595,3928,4187,4508,3936,6660,5786
2259,honghailan,7136,372340.4639,2383477.562,822,888,526,1019,895,470,416,475,934,1510,3553,3829,3784,4087,4364,4642,4049,6922,5891
2260,honghailan,7137,372278.4107,2383657.382,845,870,545,950,926,492,430,439,829,1308,3177,3490,3437,3845,3854,4279,3808,6315,5000
2261,honghailan,7138,372286.8245,2383695.059,1029,921,664,1116,1108,533,495,545,967,1522,3129,3364,3334,3578,3676,3733,3481,5682,5147
2262,honghailan,7140,372078.5816,2383484.208,795,958,631,983,887,450,440,484,916,1480,3195,3525,3442,3689,3896,4091,3606,5981,5409
2263,honghailan,7141,372076.7162,2383441.832,946,914,614,1010,875,463,404,441,877,1409,3197,3579,3534,3834,3977,4308,3648,5970,5127
2264,honghailan,7142,372091.6388,2383460.525,1016,921,674,1001,913,498,446,454,878,1457,3246,3474,3376,3603,3857,3999,3411,5721,4695
2265,honghailan,7143,372070.4059,2383502.991,882,892,632,983,992,478,455,480,934,1544,3219,3441,3348,3712,3882,4006,3620,6187,5141
2266,honghailan,7146,371894.2186,2383787.248,945,1035,734,1092,1000,578,508,546,993,1686,3575,3621,3577,3816,4089,4270,3544,5888,6039
2267,honghailan,7147,371885.8049,2383787.724,968,1024,692,1090,1018,568,510,524,1003,1702,3608,3631,3576,3788,4024,4206,3627,5970,6117
2268,honghailan,7150,371894.933,2383821.935,1028,1034,784,1127,1125,593,543,573,1123,1708,3655,3746,3664,4018,4282,4373,3686,5846,5574
2269,honghailan,7152,372291.32,2383894.939,947,1020,641,1030,1049,497,489,498,922,1450,3153,3353,3281,3649,3921,3953,3659,6227,5485
2270,honghailan,7153,372323.5463,2383861.602,886,1056,716,1022,994,524,505,545,970,1633,3473,3592,3549,3870,4110,4332,3779,6331,5805
2271,honghailan,7154,372327.2769,2383850.886,787,1003,654,1020,980,527,510,552,999,1623,3496,3620,3529,3905,4118,4167,3800,6377,5566
2272,honghailan,7155,372332.9126,2383869.603,940,903,676,1066,992,574,474,538,1036,1614,3485,3592,3517,3923,4043,4218,3798,6308,5757
2273,honghailan,7156,372441.4475,2384004.268,861,887,677,1065,1047,589,540,562,1074,1643,3412,3444,3309,3664,3835,3973,3513,5603,4997
2274,honghailan,7157,372455.8144,2384004.982,914,879,675,1069,1052,613,535,594,1071,1594,3256,3355,3301,3655,3752,3884,3384,5254,5477
2275,honghailan,7158,372391.6674,2384071.8,1164,1132,893,1139,1138,673,561,602,1048,1569,3239,3288,3275,3540,3713,3981,3637,5963,4932
2276,honghailan,7160,371326.873,2384511.534,1020,1036,666,1078,1028,574,510,534,990,1562,3271,3526,3443,3735,3896,4019,3226,4605,4619
2277,honghailan,7162,371321.6254,2384556.372,1033,995,741,1183,1106,637,596,586,1080,1621,3193,3418,3408,3718,3871,4037,3508,6389,5897
2278,honghailan,7163,371025.6884,2384927.412,1155,900,656,1078,937,459,476,451,932,1587,3483,3740,3842,4126,4393,4344,3712,6745,6668
2279,honghailan,7165,371023.0161,2384979.394,1000,898,640,1039,994,479,446,457,948,1597,3453,3810,3846,4151,4333,4475,3782,7410,6690
2280,honghailan,7167,370993.1975,2384993.867,930,962,697,1073,940,524,462,489,969,1537,3347,3908,3921,4190,4361,4555,3896,7907,7220
2281,honghailan,7168,371025.7889,2385019.694,990,880,618,1050,1024,467,454,488,972,1555,3399,3710,3572,4036,4190,4344,3740,7351,7051
2282,honghailan,7169,371056.4939,2385001.075,1106,998,662,1070,1030,540,514,556,955,1505,3054,3237,3204,3438,3671,3699,3327,6553,5684
2283,honghailan,7170,370971.3618,2384989.089,948,956,680,1088,998,481,433,501,943,1595,3684,3987,3959,4330,4563,4555,3879,7931,7251
2284,honghailan,7171,370976.885,2384997.49,1039,853,714,1054,998,520,429,451,946,1542,3707,4014,3964,4342,4519,4598,3898,7617,7095
2285,honghailan,7173,370947.5823,2384972.09,986,923,694,1068,1045,524,507,516,986,1617,3525,3842,3839,4252,4433,4569,3862,7472,6914
2286,honghailan,7174,370935.7753,2385009.661,1010,958,783,1095,989,516,483,547,918,1543,3421,3615,3680,3918,4113,4420,3781,7666,6339
2287,honghailan,7175,370945.3903,2385024.602,928,1063,733,1092,1058,475,467,548,1008,1653,3551,3878,3809,4099,4438,4485,3935,7812,6819
2288,honghailan,7176,370883.8494,2384992.19,1039,913,669,1032,960,537,455,518,963,1508,3365,3765,3748,3999,4219,4507,3665,6692,6382
2289,honghailan,7177,370882.8559,2384980.136,1031,1056,685,1085,961,513,532,509,945,1458,3357,3628,3657,3955,4064,4263,3492,6578,6116
2290,honghailan,7179,370875.2517,2384973.28,1000,918,780,1111,1056,600,508,516,987,1431,3129,3368,3344,3560,3649,3793,3384,6229,5384
2291,honghailan,7180,370917.6314,2384949.575,1063,938,698,1069,1007,491,491,492,953,1539,3188,3573,3474,3857,4110,4201,3663,6909,6407
2292,honghailan,7181,370906.1379,2384941.892,1086,1025,722,1044,1016,525,525,526,912,1475,3018,3429,3411,3786,3982,4073,3626,6781,6326
2293,honghailan,7182,370847.7566,2385075.95,1166,932,652,1108,1043,564,523,555,1053,1537,3247,3439,3444,3715,3868,4099,3630,6764,6394
2294,honghailan,7183,370856.9377,2385083.147,1129,972,665,1082,973,498,503,550,988,1527,3320,3617,3721,4010,4190,4274,3840,7211,6491
2295,honghailan,7184,370863.0231,2385092.063,922,983,613,1041,926,507,460,549,888,1588,3427,3826,3852,4204,4356,4529,3963,7748,6453
2296,honghailan,7185,370870.8019,2385096.931,1033,1004,592,1038,901,493,465,516,939,1587,3369,3824,3850,4209,4328,4507,3983,7762,6358
2297,honghailan,7186,370888.7142,2385113.468,958,979,651,1043,950,500,503,520,899,1529,3291,3670,3598,4089,4227,4431,3907,7482,6289
2298,honghailan,7187,370891.2277,2385103.282,1035,973,682,1005,919,496,476,507,870,1552,3403,3746,3747,4176,4332,4555,3847,7488,6681
2299,honghailan,7189,370849.8627,2385124.12,1114,930,715,1066,1007,575,535,529,969,1444,3216,3533,3685,4054,4182,4359,3848,7601,7213
2300,honghailan,7190,370858.5675,2385159.301,1061,1002,630,1034,937,482,443,494,929,1499,3272,3647,3680,4005,4159,4287,3769,7468,6802
2301,honghailan,7191,370860.2159,2385173.069,1036,1094,690,1026,899,493,445,478,929,1475,3306,3654,3588,4030,4169,4271,3735,7325,6890
2302,honghailan,7193,370819.1776,2385189.497,1047,1039,709,1045,1004,566,517,516,939,1431,2946,3140,3268,3544,3741,3977,3539,6368,6276
2303,honghailan,7194,370821.0958,2385180.831,1012,953,698,1046,979,578,517,571,930,1420,2989,3173,3222,3614,3731,3873,3393,6460,6125
2304,honghailan,7195,370859.6506,2385263.508,1013,948,667,979,839,491,454,497,885,1490,3241,3731,3848,4196,4408,4629,3985,7503,6461
2305,honghailan,7196,370874.3337,2385254.723,860,1020,629,1002,881,517,495,511,931,1483,3453,3743,3788,4129,4405,4314,3699,6563,6506
2306,honghailan,7197,370919.3946,2385402.306,1078,887,674,1080,990,515,474,524,1045,1642,3476,3690,3639,4141,4195,4452,3768,7429,7252
2307,honghailan,7198,370925.3742,2385398.134,1131,894,596,1054,957,517,476,525,968,1616,3506,3745,3716,4171,4275,4450,3901,7421,7289
2308,honghailan,7199,372512.1209,2383274.767,1001,1002,747,1107,1102,846,740,718,1155,1691,3328,3336,3210,3421,3537,3700,3006,4308,5412
2309,honghailan,7200,372490.6852,2383143.622,762,864,505,901,878,473,428,447,868,1472,3641,3887,3750,4114,4289,4379,4050,6457,6698
2310,honghailan,7202,374723.8005,2381262.916,911,960,725,1048,1018,535,568,593,961,1343,2269,2524,2714,2768,2828,3078,2617,3534,3865
2311,honghailan,7203,374727.0284,2381274.241,884,777,710,1045,960,597,566,561,940,1304,2357,2479,2630,2802,2825,3048,2642,3896,3997
2312,honghailan,7204,374720.0434,2381275.881,914,797,712,1086,974,583,542,588,946,1346,2315,2511,2618,2763,2811,3065,2604,3703,4035
2313,honghailan,7205,374733.2197,2381266.938,812,910,691,1020,984,583,520,566,954,1261,2319,2480,2620,2915,2892,3060,2675,3621,3908
2314,honghailan,7206,374727.5576,2381256.302,911,960,725,1048,1018,535,568,593,961,1343,2269,2524,2714,2768,2828,3078,2617,3534,3865
2315,honghailan,7207,373176.9535,2382265.073,1223,985,850,1118,1145,699,620,675,1081,1470,2799,2880,2961,3207,3206,3434,2842,3916,4161
2316,honghailan,7208,373156.2102,2382297.246,1288,1194,1023,1254,1329,817,750,751,1079,1572,2866,2911,3039,3211,3420,3668,3032,4680,4767
2317,honghailan,7209,373184.0973,2382255.627,1270,1128,931,1157,1236,722,583,606,1028,1435,2688,2912,2948,3018,3220,3360,2665,3482,4430
2318,honghailan,7210,372958.2855,2382217.014,889,947,804,1025,992,566,521,542,879,1339,2047,2355,2496,2610,2622,2854,2496,3735,3665
2319,honghailan,7211,372907.6001,2382225.536,853,942,704,1003,950,533,476,505,864,1308,2618,2714,2746,2887,2975,3097,2438,3204,3736
2320,honghailan,8045,374911.8314,2381820.541,1475,1418,1489,1840,1962,1410,1283,1187,1422,1549,1870,1965,2044,2176,2278,2294,2350,2635,2948
2321,honghailan,8594,374215.3646,2381263.632,817,855,834,1037,1022,572,513,536,879,1172,2692,2826,2887,3148,3162,3441,3000,4800,4694
2322,honghailan,8595,374213.875,2381269.104,891,895,783,1054,1043,583,512,539,995,1295,2756,2921,2939,3130,3263,3510,3120,4699,4646
2323,honghailan,8596,374211.8642,2381265.109,893,859,747,1077,1061,550,534,541,954,1351,2689,2802,2865,3085,3143,3443,3090,4818,4634
2324,honghailan,8599,374227.5805,2381258.997,836,949,721,1023,1004,583,503,519,856,1280,2699,2886,2959,3142,3281,3429,3037,4740,4682
2325,honghailan,8602,374229.5648,2381262.45,836,949,721,1023,1004,583,503,519,856,1280,2699,2886,2959,3142,3281,3429,3037,4740,4682
2326,honghailan,8603,374227.6995,2381262.966,836,949,721,1023,1004,583,503,519,856,1280,2699,2886,2959,3142,3281,3429,3037,4740,4682
2327,honghailan,8605,374229.6442,2381264.791,859,962,747,1053,1016,569,502,530,957,1341,2798,3079,3091,3330,3341,3654,3128,4847,4687
2328,honghailan,8608,374219.643,2381249.075,787,686,672,1009,1003,543,509,530,782,1194,2602,2775,2962,3143,3142,3409,2938,4575,4244
2329,honghailan,8609,374207.1017,2381252.488,866,810,713,1013,1017,531,495,524,835,1229,2563,2801,2874,3130,3115,3445,2961,4601,4295
2330,honghailan,8612,374203.4504,2381254.552,868,828,816,1049,1039,537,509,538,891,1265,2638,2820,2851,3119,3095,3509,3007,4769,4626
2331,honghailan,8613,374201.466,2381254.83,901,918,757,1057,1054,569,519,542,916,1322,2624,2848,2842,3031,3173,3455,2956,4615,4452
2332,honghailan,8614,374201.5454,2381252.845,911,953,750,1028,1032,545,502,530,881,1248,2548,2835,2842,3096,3166,3416,2967,4603,4264
2333,honghailan,8616,374205.7126,2381258.322,868,828,816,1049,1039,537,509,538,891,1265,2638,2820,2851,3119,3095,3509,3007,4769,4626
2334,honghailan,8617,374203.8473,2381258.521,868,828,816,1049,1039,537,509,538,891,1265,2638,2820,2851,3119,3095,3509,3007,4769,4626
2335,honghailan,8618,374201.7439,2381258.719,901,918,757,1057,1054,569,519,542,916,1322,2624,2848,2842,3031,3173,3455,2956,4615,4452
2336,honghailan,8619,374201.5454,2381256.735,901,918,757,1057,1054,569,519,542,916,1322,2624,2848,2842,3031,3173,3455,2956,4615,4452
2337,honghailan,8622,374231.581,2381240.764,817,789,629,969,913,518,513,508,853,1252,2625,2801,2981,3054,3251,3389,2966,4561,4332
2338,honghailan,8623,374231.1444,2381242.511,817,789,629,969,913,518,513,508,853,1252,2625,2801,2981,3054,3251,3389,2966,4561,4332
2339,honghailan,8624,374229.5966,2381242.788,817,789,629,969,913,518,513,508,853,1252,2625,2801,2981,3054,3251,3389,2966,4561,4332
2340,honghailan,8625,374229.5569,2381240.764,817,789,629,969,913,518,513,508,853,1252,2625,2801,2981,3054,3251,3389,2966,4561,4332
2341,honghailan,8626,374229.9141,2381238.899,817,789,629,969,913,518,513,508,853,1252,2625,2801,2981,3054,3251,3389,2966,4561,4332
2342,honghailan,8627,374231.6207,2381238.78,817,789,629,969,913,518,513,508,853,1252,2625,2801,2981,3054,3251,3389,2966,4561,4332
2343,honghailan,8628,374233.0891,2381238.78,841,819,633,951,861,498,491,501,842,1198,2587,2831,2974,3130,3276,3407,2977,4604,4419
2344,honghailan,8629,374235.4704,2381240.606,841,819,633,951,861,498,491,501,842,1198,2587,2831,2974,3130,3276,3407,2977,4604,4419
2345,honghailan,8630,374236.8832,2381238.113,841,819,633,951,861,498,491,501,842,1198,2587,2831,2974,3130,3276,3407,2977,4604,4419
2346,honghailan,8631,374241.741,2381250.805,855,834,630,985,907,515,497,497,836,1222,2702,2909,3035,3147,3323,3478,3031,4823,4716
2347,honghailan,8632,374241.3044,2381248.662,855,834,630,985,907,515,497,497,836,1222,2702,2909,3035,3147,3323,3478,3031,4823,4716
2348,honghailan,8633,374240.852,2381246.678,855,834,630,985,907,515,497,497,836,1222,2702,2909,3035,3147,3323,3478,3031,4823,4716
2349,honghailan,8634,374257.6954,2381238.859,801,793,642,1032,926,495,457,522,855,1270,2665,2949,3026,3233,3267,3434,2940,4798,4294
2350,honghailan,8635,374259.6401,2381238.899,801,793,642,1032,926,495,457,522,855,1270,2665,2949,3026,3233,3267,3434,2940,4798,4294
2351,honghailan,8637,374261.4657,2381240.844,801,793,642,1032,926,495,457,522,855,1270,2665,2949,3026,3233,3267,3434,2940,4798,4294
2352,honghailan,8639,374259.6798,2381243.027,801,793,642,1032,926,495,457,522,855,1270,2665,2949,3026,3233,3267,3434,2940,4798,4294
2353,honghailan,8641,374299.5526,2381544.484,858,863,723,964,967,561,495,506,841,1057,2187,2706,2718,2915,3030,3278,3131,4865,4328
2354,honghailan,8642,374300.3199,2381546.126,858,863,723,964,967,561,495,506,841,1057,2187,2706,2718,2915,3030,3278,3131,4865,4328
2355,honghailan,8643,374297.6013,2381542.5,763,823,696,912,896,543,472,527,792,1003,2301,2838,2852,3062,3194,3440,3310,5171,4446
2356,honghailan,8644,374294.3535,2381543.155,763,823,696,912,896,543,472,527,792,1003,2301,2838,2852,3062,3194,3440,3310,5171,4446
2357,honghailan,8645,374295.1539,2381544.815,858,863,723,964,967,561,495,506,841,1057,2187,2706,2718,2915,3030,3278,3131,4865,4328
2358,honghailan,8647,374297.502,2381546.733,858,863,723,964,967,561,495,506,841,1057,2187,2706,2718,2915,3030,3278,3131,4865,4328
2359,honghailan,8648,374299.1226,2381540.681,763,823,696,912,896,543,472,527,792,1003,2301,2838,2852,3062,3194,3440,3310,5171,4446
2360,honghailan,8650,374294.2966,2381541.181,763,823,696,912,896,543,472,527,792,1003,2301,2838,2852,3062,3194,3440,3310,5171,4446
2361,honghailan,8652,374295.4515,2381538.829,763,823,696,912,896,543,472,527,792,1003,2301,2838,2852,3062,3194,3440,3310,5171,4446
2362,honghailan,8655,374297.502,2381553.083,858,863,723,964,967,561,495,506,841,1057,2187,2706,2718,2915,3030,3278,3131,4865,4328
2363,honghailan,8657,374309.2826,2381550.179,887,823,695,911,975,530,515,566,901,1128,2210,2651,2680,2928,3061,3237,3025,4435,4109
2364,honghailan,8658,374310.8212,2381547.159,887,823,695,911,975,530,515,566,901,1128,2210,2651,2680,2928,3061,3237,3025,4435,4109
2365,honghailan,8659,374313.344,2381548.784,817,810,784,915,961,631,635,611,919,1171,2293,2561,2692,2893,2960,3137,2817,4029,3926
2366,honghailan,8660,374314.8283,2381545.648,817,810,784,915,961,631,635,611,919,1171,2293,2561,2692,2893,2960,3137,2817,4029,3926
2367,honghailan,8661,374317.6104,2381548.817,817,810,784,915,961,631,635,611,919,1171,2293,2561,2692,2893,2960,3137,2817,4029,3926
2368,honghailan,8662,374315.3562,2381557.684,825,785,829,990,992,661,634,689,989,1203,2246,2453,2620,2805,2860,3136,2721,3831,3888
2369,honghailan,8664,374309.8462,2381558.711,922,793,761,983,996,571,553,562,892,1178,2148,2556,2635,2871,2933,3231,2890,4164,4098
2370,honghailan,8665,374257.3922,2381582.672,872,966,846,1085,1083,695,608,610,1016,1244,2359,2456,2543,2649,2854,3019,2775,4381,4414
2371,honghailan,8666,374257.4253,2381584.458,889,954,862,1088,1105,674,634,622,1021,1254,2434,2429,2547,2641,2803,2991,2670,4278,4339
2372,honghailan,8672,374253.5558,2381578.704,872,966,846,1085,1083,695,608,610,1016,1244,2359,2456,2543,2649,2854,3019,2775,4381,4414
2373,honghailan,8673,374251.6375,2381578.869,874,874,782,1135,1088,652,597,636,1012,1344,2450,2547,2597,2734,2881,3031,2714,4426,4618
2374,honghailan,8674,374251.373,2381580.953,874,874,782,1135,1088,652,597,636,1012,1344,2450,2547,2597,2734,2881,3031,2714,4426,4618
2375,honghailan,8676,374249.587,2381578.869,874,874,782,1135,1088,652,597,636,1012,1344,2450,2547,2597,2734,2881,3031,2714,4426,4618
2376,honghailan,8677,374253.5558,2381576.918,872,966,846,1085,1083,695,608,610,1016,1244,2359,2456,2543,2649,2854,3019,2775,4381,4414
2377,honghailan,8678,374255.474,2381576.852,872,966,846,1085,1083,695,608,610,1016,1244,2359,2456,2543,2649,2854,3019,2775,4381,4414
2378,honghailan,8681,374271.349,2381578.472,954,891,872,1051,1060,704,640,575,930,1260,2244,2369,2586,2579,2863,3034,2729,4389,4232
2379,honghailan,8682,374269.4969,2381578.604,954,891,872,1051,1060,704,640,575,930,1260,2244,2369,2586,2579,2863,3034,2729,4389,4232
2380,honghailan,8683,374267.5126,2381578.604,954,891,872,1051,1060,704,640,575,930,1260,2244,2369,2586,2579,2863,3034,2729,4389,4232
2381,honghailan,8684,374267.5456,2381576.653,954,891,872,1051,1060,704,640,575,930,1260,2244,2369,2586,2579,2863,3034,2729,4389,4232
2382,honghailan,8686,374268.8461,2381574.661,954,891,872,1051,1060,704,640,575,930,1260,2244,2369,2586,2579,2863,3034,2729,4389,4232
2383,honghailan,8687,374271.9443,2381574.834,954,891,872,1051,1060,704,640,575,930,1260,2244,2369,2586,2579,2863,3034,2729,4389,4232
2384,honghailan,8688,374273.7303,2381577.116,924,905,816,1055,1038,678,597,626,938,1262,2292,2387,2575,2598,2819,3086,2690,4431,4320
